symbol,quarter,promoter,public
BSOFT,2023-12-31,40.95,59.02
BTML,2023-12-31,35.3,64.7
BURNPUR,2023-12-31,1.98,98.02
BUTTERFLY,2023-12-31,75.0,25.0
BVCL,2023-12-31,55.32,44.68
BYKE,2023-12-31,46.86,53.14
CALSOFT,2023-12-31,35.73,64.27
CAMLINFINE,2023-12-31,48.03,51.97
CAMPUS,2023-12-31,73.88,26.12
CAMS,2023-12-31,0.0,100.0
CANBK,2023-12-31,62.93,37.07
CANDC,2023-12-31,32.36,67.64
CANFINHOME,2023-12-31,29.99,70.01
CANTABIL,2023-12-31,74.97,25.03
CAPACITE,2023-12-31,38.27,61.73
CAPLIPOINT,2023-12-31,70.62,29.38
CAPTRUST,2023-12-31,66.95,32.17
CARBORUNIV,2023-12-31,41.28,58.72
CARERATING,2023-12-31,0.0,100.0
CARTRADE,2023-12-31,0.0,100.0
CARYSIL,2023-12-31,43.84,56.16
CASTROLIND,2023-12-31,51.0,49.0
CCAVENUE,2023-12-31,28.13,71.43
CCCL,2023-12-31,15.16,84.84
CCHHL,2023-12-31,73.8,26.2
CCL,2023-12-31,46.26,53.74
CDSL,2023-12-31,15.0,85.0
CEATLTD,2023-12-31,47.21,52.79
CELEBRITY,2023-12-31,36.96,63.04
CELLO,2023-12-31,78.06,21.94
CEMPRO,2023-12-31,46.64,53.36
CENTENKA,2023-12-31,24.86,75.14
CENTEXT,2023-12-31,52.04,47.96
CENTRALBK,2023-12-31,93.08,6.92
CENTRUM,2023-12-31,38.49,57.66
CENTUM,2023-12-31,58.79,41.21
CENTURYPLY,2023-12-31,73.04,26.96
CERA,2023-12-31,54.48,45.52
CESC,2023-12-31,52.11,47.89
CGCL,2023-12-31,69.89,30.11
CGPOWER,2023-12-31,58.11,41.89
CHALET,2023-12-31,71.7,28.3
CHAMBLFERT,2023-12-31,60.56,39.44
CHEMBOND,2023-12-31,67.55,32.45
CHEMCON,2023-12-31,74.47,25.53
CHEMFAB,2023-12-31,72.88,27.12
CHEMPLASTS,2023-12-31,54.99,45.01
CHENNPETRO,2023-12-31,67.29,32.71
CHEVIOT,2023-12-31,74.83,25.17
CHOICEIN,2023-12-31,57.98,42.02
CHOLAFIN,2023-12-31,50.37,49.63
CHOLAHLDNG,2023-12-31,47.37,52.63
CIEINDIA,2023-12-31,65.7,34.3
CINELINE,2023-12-31,69.6,30.4
CINEVISTA,2023-12-31,67.61,32.39
CIPLA,2023-12-31,33.47,66.53
CLCIND,2023-12-31,95.0,5.0
CLEAN,2023-12-31,74.98,25.02
CLEDUCATE,2023-12-31,53.52,46.48
CLSEL,2023-12-31,73.86,26.14
CMSINFO,2023-12-31,26.69,73.31
CNL,2023-12-31,56.91,43.09
COALINDIA,2023-12-31,63.13,36.87
COASTCORP,2023-12-31,41.86,58.14
COCHINSHIP,2023-12-31,72.86,27.14
COFFEEDAY,2023-12-31,10.53,89.47
COFORGE,2023-12-31,0.0,100.0
COHANCE,2023-12-31,60.0,40.0
COLPAL,2023-12-31,51.0,49.0
COMPINFO,2023-12-31,42.65,57.35
COMPUSOFT,2023-12-31,70.87,29.13
CONCOR,2023-12-31,54.8,45.2
CONCORDBIO,2023-12-31,44.08,55.92
CONFIPET,2023-12-31,61.63,38.37
CONSOFINVT,2023-12-31,74.89,25.11
CONTROLPR,2023-12-31,52.73,47.27
CORALFINAC,2023-12-31,75.0,25.0
CORDSCABLE,2023-12-31,51.78,48.22
COROMANDEL,2023-12-31,57.33,42.67
COSMOFIRST,2023-12-31,45.04,53.83
COUNCODOS,2023-12-31,53.86,46.14
CPCAP,2023-12-31,63.68,36.32
CRAFTSMAN,2023-12-31,54.99,45.01
CREATIVEYE,2023-12-31,56.26,43.74
CREDITACC,2023-12-31,66.66,33.34
CREST,2023-12-31,69.11,30.0
CRESTO,2023-12-31,47.52,52.48
CRISIL,2023-12-31,66.65,33.35
CROMPTON,2023-12-31,0.0,100.0
CROWN,2023-12-31,75.0,25.0
CSBBANK,2023-12-31,49.72,47.42
CSLFINANCE,2023-12-31,47.71,50.75
CTE,2023-12-31,46.91,51.15
CUB,2023-12-31,0.0,100.0
CUBEXTUB,2023-12-31,44.42,55.58
CUMMINSIND,2023-12-31,51.0,49.0
CUPID,2023-12-31,45.07,54.93
CYBERMEDIA,2023-12-31,61.79,38.21
CYBERTECH,2023-12-31,36.45,63.55
CYIENT,2023-12-31,23.2,75.91
CYIENTDLM,2023-12-31,66.66,33.34
DABUR,2023-12-31,66.24,33.76
DALBHARAT,2023-12-31,55.84,44.16
DALMIASUG,2023-12-31,74.91,25.09
DAMODARIND,2023-12-31,70.63,29.37
DANGEE,2023-12-31,64.45,35.55
DATAMATICS,2023-12-31,66.44,33.56
DATAPATTNS,2023-12-31,42.41,57.59
DBCORP,2023-12-31,71.94,28.06
DBL,2023-12-31,70.15,29.85
DBOL,2023-12-31,50.63,49.37
DBREALTY,2023-12-31,50.89,49.11
DBSTOCKBRO,2023-12-31,36.12,63.88
DCAL,2023-12-31,59.32,40.68
DCBBANK,2023-12-31,14.8,85.2
DCI,2023-12-31,60.0,40.0
DCM,2023-12-31,48.54,51.46
DCMFINSERV,2023-12-31,39.5,60.5
DCMNVL,2023-12-31,50.11,49.89
DCMSHRIRAM,2023-12-31,66.52,32.54
DCMSRIND,2023-12-31,50.11,49.89
DCW,2023-12-31,45.1,54.9
DCXINDIA,2023-12-31,71.73,28.27
DECCANCE,2023-12-31,56.25,43.75
DEEPAKFERT,2023-12-31,45.46,54.54
DEEPAKNTR,2023-12-31,49.13,50.87
DEEPINDS,2023-12-31,63.49,36.51
DELHIVERY,2023-12-31,0.0,100.0
DELPHIFX,2023-12-31,75.0,25.0
DELTACORP,2023-12-31,33.26,66.74
DELTAMAGNT,2023-12-31,72.08,27.92
DEN,2023-12-31,74.9,25.0
DENORA,2023-12-31,53.68,46.32
DEVIT,2023-12-31,71.31,28.69
DEVYANI,2023-12-31,62.74,37.26
DGCONTENT,2023-12-31,66.81,32.9
DHAMPURSUG,2023-12-31,49.08,50.92
DHANBANK,2023-12-31,0.0,100.0
DHANUKA,2023-12-31,70.18,29.82
DHARMAJ,2023-12-31,70.4,29.6
DHARSUGAR,2023-12-31,61.55,38.45
DHRUV,2023-12-31,60.93,39.07
DHUNINV,2023-12-31,74.95,25.05
DIACABS,2023-12-31,95.47,4.53
DIAMINESQ,2023-12-31,54.63,45.37
DIAMONDYD,2023-12-31,64.31,35.69
DICIND,2023-12-31,71.75,28.25
DIGIDRIVE,2023-12-31,58.83,40.93
DIGISPICE,2023-12-31,73.0,27.0
DIGJAMLMTD,2023-12-31,90.0,10.0
DISHTV,2023-12-31,4.04,95.96
DIVGIITTS,2023-12-31,60.48,39.52
DIVISLAB,2023-12-31,51.92,48.08
DIXON,2023-12-31,33.63,66.37
DJML,2023-12-31,56.36,43.64
DLF,2023-12-31,74.08,25.92
DLINKINDIA,2023-12-31,51.02,48.98
DMART,2023-12-31,74.65,25.35
DMCC,2023-12-31,53.84,46.16
DNAMEDIA,2023-12-31,62.17,37.83
DODLA,2023-12-31,62.21,37.79
DOLATALGO,2023-12-31,74.49,25.51
DOLLAR,2023-12-31,73.09,26.91
DOLPHIN,2023-12-31,74.99,25.01
DOMS,2023-12-31,74.96,25.04
DONEAR,2023-12-31,74.56,25.44
DPABHUSHAN,2023-12-31,75.0,25.0
DPSCLTD,2023-12-31,59.49,40.51
DPWIRES,2023-12-31,74.78,25.22
DRCSYSTEMS,2023-12-31,22.44,77.56
DREAMFOLKS,2023-12-31,66.02,33.98
DREDGECORP,2023-12-31,73.47,26.53
DRREDDY,2023-12-31,26.65,73.17
DSKULKARNI,2023-12-31,95.0,5.0
DSSL,2023-12-31,61.1,38.9
DTIL,2023-12-31,68.9,31.1
DUCON,2023-12-31,59.66,40.34
DVL,2023-12-31,75.0,25.0
DWARKESH,2023-12-31,42.09,57.91
DYCL,2023-12-31,74.45,25.55
DYNAMATECH,2023-12-31,41.87,58.13
DYNPRO,2023-12-31,29.42,70.58
E2E,2023-12-31,59.71,39.98
EASEMYTRIP,2023-12-31,64.3,35.7
EASTSILK,2023-12-31,51.28,48.72
ECLERX,2023-12-31,53.61,44.76
EDELWEISS,2023-12-31,32.76,62.48
EICHERMOT,2023-12-31,49.15,50.85
EIDPARRY,2023-12-31,42.23,57.77
EIFFL,2023-12-31,73.5,26.5
EIHAHOTELS,2023-12-31,75.0,25.0
EIHOTEL,2023-12-31,32.85,67.15
EIMCOELECO,2023-12-31,74.06,25.94
EKC,2023-12-31,67.39,32.61
ELDEHSG,2023-12-31,54.83,45.17
ELECON,2023-12-31,59.29,40.71
ELECTCAST,2023-12-31,44.08,55.92
ELECTHERM,2023-12-31,31.04,68.96
ELGIEQUIP,2023-12-31,31.19,68.65
ELGIRUBCO,2023-12-31,65.03,34.97
ELIN,2023-12-31,32.99,67.01
EMAMILTD,2023-12-31,54.84,45.16
EMAMIPAP,2023-12-31,74.97,25.03
EMAMIREAL,2023-12-31,63.46,36.54
EMBDL,2023-12-31,0.0,99.89
EMIL,2023-12-31,72.97,27.03
EMKAY,2023-12-31,74.49,25.51
EMMBI,2023-12-31,58.9,41.1
EMSLIMITED,2023-12-31,69.7,30.3
EMUDHRA,2023-12-31,57.7,42.3
ENDURANCE,2023-12-31,75.0,25.0
ENERGYDEV,2023-12-31,58.14,41.86
ENGINERSIN,2023-12-31,51.32,48.68
ENIL,2023-12-31,71.15,28.85
EPIGRAL,2023-12-31,71.38,28.62
EPL,2023-12-31,51.5,48.5
EQUIPPP,2023-12-31,89.1,10.9
EQUITASBNK,2023-12-31,0.0,100.0
ERIS,2023-12-31,54.9,45.1
EROSMEDIA,2023-12-31,16.25,83.75
ESABINDIA,2023-12-31,73.72,26.28
ESAFSFB,2023-12-31,63.39,36.61
ESCORTS,2023-12-31,67.64,30.46
ESSARSHPNG,2023-12-31,73.75,26.25
ESSENTIA,2023-12-31,20.81,79.19
ESTER,2023-12-31,64.04,35.96
ETERNAL,2023-12-31,0.0,98.34
ETHOSLTD,2023-12-31,57.89,42.11
EUROTEXIND,2023-12-31,70.99,29.01
EVEREADY,2023-12-31,43.21,56.79
EVERESTIND,2023-12-31,50.28,49.72
EXCELINDUS,2023-12-31,52.6,47.4
EXIDEIND,2023-12-31,45.99,54.01
EXPLEOSOL,2023-12-31,71.05,28.95
EXXARO,2023-12-31,42.07,57.93
FACT,2023-12-31,90.0,10.0
FAIRCHEMOR,2023-12-31,58.88,41.12
FAZE3Q,2023-12-31,56.16,43.84
FCL,2023-12-31,65.03,34.97
FCSSOFT,2023-12-31,19.65,80.35
FDC,2023-12-31,69.66,30.34
FEDERALBNK,2023-12-31,0.0,100.0
FEDFINA,2023-12-31,61.65,38.35
FIBERWEB,2023-12-31,46.33,53.67
FIEMIND,2023-12-31,66.56,33.44
FILATEX,2023-12-31,64.76,35.24
FINCABLES,2023-12-31,35.92,64.08
FINEORG,2023-12-31,75.0,25.0
FINOPB,2023-12-31,75.0,25.0
FINPIPE,2023-12-31,52.47,47.18
FIVESTAR,2023-12-31,26.53,73.47
FLAIR,2023-12-31,78.59,21.41
FLEXITUFF,2023-12-31,33.79,66.21
FLUOROCHEM,2023-12-31,63.81,36.19
FMGOETZE,2023-12-31,74.98,25.02
FMNL,2023-12-31,65.31,34.69
FOCUS,2023-12-31,56.09,42.67
FOODSIN,2023-12-31,27.71,72.29
FORTIS,2023-12-31,31.17,68.83
FOSECOIND,2023-12-31,74.98,25.02
FSL,2023-12-31,53.66,44.9
FUSION,2023-12-31,57.7,41.82
GABRIEL,2023-12-31,55.0,45.0
GAEL,2023-12-31,63.84,36.16
GAIL,2023-12-31,51.9,48.1
GALAXYSURF,2023-12-31,70.92,29.08
GALLANTT,2023-12-31,68.94,31.06
GAMMONIND,2023-12-31,11.54,88.46
GANDHAR,2023-12-31,64.63,35.37
GANDHITUBE,2023-12-31,73.53,26.47
GANECOS,2023-12-31,42.31,57.51
GANESHBE,2023-12-31,40.96,59.04
GANESHHOU,2023-12-31,73.06,26.94
GANGAFORGE,2023-12-31,43.52,56.48
GANGESSECU,2023-12-31,66.64,33.36
GANGOTRI,2023-12-31,24.53,75.47
GARFIBRES,2023-12-31,52.7,47.3
GATECH,2023-12-31,8.27,91.73
GATECHDVR,2023-12-31,0.16,99.84
GATEWAY,2023-12-31,32.32,67.68
GAYAHWS,2023-12-31,61.15,38.85
GAYAPROJ,2023-12-31,3.94,96.06
GBGLOBAL,2023-12-31,99.95,0.05
GEECEE,2023-12-31,67.71,32.29
GEEKAYWIRE,2023-12-31,59.27,40.73
GENESYS,2023-12-31,39.62,60.38
GENUSPAPER,2023-12-31,50.51,49.49
GENUSPOWER,2023-12-31,50.27,49.73
GEOJITFSL,2023-12-31,54.59,45.41
GESHIP,2023-12-31,30.07,69.93
GFLLIMITED,2023-12-31,68.72,31.28
GFSTEELS,2023-12-31,70.16,29.84
GHCL,2023-12-31,19.03,80.97
GHCLTEXTIL,2023-12-31,19.15,80.85
GICHSGFIN,2023-12-31,42.41,57.59
GICRE,2023-12-31,85.78,14.22
GILLANDERS,2023-12-31,69.08,30.92
GILLETTE,2023-12-31,75.0,25.0
GINNIFILA,2023-12-31,69.72,30.28
GIPCL,2023-12-31,55.43,44.57
GKWLIMITED,2023-12-31,75.0,25.0
GLAND,2023-12-31,57.86,42.14
GLAXO,2023-12-31,75.0,25.0
GLENMARK,2023-12-31,46.65,53.35
GLFL,2023-12-31,45.67,54.33
GLOBAL,2023-12-31,70.94,29.06
GLOBALVECT,2023-12-31,75.0,25.0
GLOBE,2023-12-31,40.91,59.09
GLOBUSSPR,2023-12-31,50.98,49.02
GMBREW,2023-12-31,74.43,25.57
GMDCLTD,2023-12-31,74.0,26.0
GMMPFAUDLR,2023-12-31,25.18,74.82
GMRAIRPORT,2023-12-31,59.07,40.93
GNA,2023-12-31,68.15,31.85
GNFC,2023-12-31,41.3,58.7
GOACARBON,2023-12-31,59.72,40.28
GOCLCORP,2023-12-31,73.83,26.17
GOCOLORS,2023-12-31,52.79,47.21
GODFRYPHLP,2023-12-31,72.58,27.42
GODREJAGRO,2023-12-31,74.05,25.95
GODREJCP,2023-12-31,63.21,36.79
GODREJIND,2023-12-31,67.16,32.84
GODREJPROP,2023-12-31,58.48,41.52
GOKEX,2023-12-31,11.06,88.94
GOKUL,2023-12-31,73.01,26.99
GOKULAGRO,2023-12-31,72.56,27.44
GOLDIAM,2023-12-31,64.26,35.74
GOLDTECH,2023-12-31,53.89,46.11
GOODLUCK,2023-12-31,56.45,43.55
GOYALALUM,2023-12-31,69.97,30.03
GPIL,2023-12-31,63.26,36.74
GPPL,2023-12-31,44.01,55.99
GPTINFRA,2023-12-31,75.0,25.0
GRANULES,2023-12-31,41.96,58.04
GRAPHITE,2023-12-31,65.34,34.66
GRASIM,2023-12-31,42.75,56.92
GRAVITA,2023-12-31,66.48,32.07
GREAVESCOT,2023-12-31,56.0,44.0
GREENLAM,2023-12-31,50.98,49.02
GREENPANEL,2023-12-31,53.13,46.87
GREENPLY,2023-12-31,51.97,48.03
GREENPOWER,2023-12-31,29.42,70.58
GRINDWELL,2023-12-31,58.03,41.97
GRINFRA,2023-12-31,79.74,20.26
GRMOVER,2023-12-31,71.72,28.28
GROBTEA,2023-12-31,74.99,25.01
GRPLTD,2023-12-31,40.36,59.64
GRSE,2023-12-31,74.5,25.5
GRWRHITECH,2023-12-31,60.72,39.28
GSFC,2023-12-31,37.84,62.16
GSLSU,2023-12-31,73.36,26.64
GSS,2023-12-31,19.64,78.3
GTECJAINX,2023-12-31,61.26,38.74
GTL,2023-12-31,14.29,85.71
GTLINFRA,2023-12-31,3.28,96.72
GTPL,2023-12-31,75.0,25.0
GUFICBIO,2023-12-31,72.51,27.49
GUJALKALI,2023-12-31,46.28,53.72
GUJAPOLLO,2023-12-31,54.86,45.14
GUJENERGY,2023-12-31,60.89,39.11
GUJRAFFIA,2023-12-31,39.56,60.44
GULFOILLUB,2023-12-31,71.94,28.06
GULFPETRO,2023-12-31,63.44,36.56
GULPOLY,2023-12-31,66.72,32.98
GVKPIL,2023-12-31,54.25,45.75
GVPIL,2023-12-31,68.58,31.42
GVPTECH,2023-12-31,88.98,11.02
HAL,2023-12-31,71.64,28.36
HALEOSLABS,2023-12-31,70.68,29.32
HAPPSTMNDS,2023-12-31,50.24,47.66
HAPPYFORGE,2023-12-31,78.6,21.4
HARDWYN,2023-12-31,43.77,56.23
HARIOMPIPE,2023-12-31,60.91,39.09
HARRMALAYA,2023-12-31,54.12,45.88
HARSHA,2023-12-31,74.61,25.39
HATHWAY,2023-12-31,75.0,25.0
HATSUN,2023-12-31,73.11,26.89
HAVELLS,2023-12-31,59.43,40.57
HAVISHA,2023-12-31,34.16,65.84
HBLENGINE,2023-12-31,59.11,40.89
HBSL,2023-12-31,53.22,46.78
HCC,2023-12-31,18.59,81.41
HCG,2023-12-31,71.29,28.71
HCL-INSYS,2023-12-31,62.89,37.11
HCLTECH,2023-12-31,60.81,38.98
HDFCAMC,2023-12-31,52.55,47.45
HDFCBANK,2023-12-31,0.0,100.0
HDFCLIFE,2023-12-31,50.37,49.6
HEADSUP,2023-12-31,29.06,70.94
HEALTHX,2023-12-31,73.92,26.08
HECPROJECT,2023-12-31,73.2,26.8
HEG,2023-12-31,55.78,44.22
HEIDELBERG,2023-12-31,69.39,30.61
HEMIPROP,2023-12-31,51.12,48.88
HERANBA,2023-12-31,74.94,25.06
HERITGFOOD,2023-12-31,41.3,58.7
HEROMOTOCO,2023-12-31,34.76,65.24
HESTERBIO,2023-12-31,53.73,46.27
HEXATRADEX,2023-12-31,92.13,7.87
HFCL,2023-12-31,37.84,62.09
HGINFRA,2023-12-31,74.53,25.47
HGM,2023-12-31,50.42,49.58
HGS,2023-12-31,67.71,32.29
HIKAL,2023-12-31,68.85,31.15
HILTON,2023-12-31,27.67,72.33
HIMATSEIDE,2023-12-31,47.57,52.43
HINDALCO,2023-12-31,34.64,64.89
HINDCOMPOS,2023-12-31,74.97,25.03
HINDCON,2023-12-31,68.52,31.48
HINDCOPPER,2023-12-31,66.14,33.86
HINDOILEXP,2023-12-31,0.0,100.0
HINDPETRO,2023-12-31,54.9,45.1
HINDUNILVR,2023-12-31,61.9,38.1
HINDWAREAP,2023-12-31,51.32,48.68
HINDZINC,2023-12-31,64.92,35.08
HIRECT,2023-12-31,44.08,55.92
HISARMETAL,2023-12-31,61.02,38.98
HITECH,2023-12-31,55.64,44.36
HITECHCORP,2023-12-31,74.43,25.57
HITECHGEAR,2023-12-31,56.26,43.74
HLEGLAS,2023-12-31,66.69,33.31
HLVLTD,2023-12-31,49.58,50.42
HMAAGRO,2023-12-31,83.61,16.39
HMT,2023-12-31,93.69,6.31
HMVL,2023-12-31,74.4,25.29
HNDFDS,2023-12-31,64.85,35.15
HOMEFIRST,2023-12-31,23.6,76.4
HONASA,2023-12-31,35.34,64.66
HONAUT,2023-12-31,75.0,25.0
HONDAPOWER,2023-12-31,66.67,33.33
HPAL,2023-12-31,71.35,28.65
HPIL,2023-12-31,74.65,25.35
HPL,2023-12-31,72.66,27.34
HSCL,2023-12-31,44.79,55.21
HTMEDIA,2023-12-31,69.51,29.85
HUBTOWN,2023-12-31,45.39,54.61
HUDCO,2023-12-31,75.17,24.83
HUHTAMAKI,2023-12-31,67.73,32.27
HYBRIDFIN,2023-12-31,64.02,35.98
IBULLSLTD,2023-12-31,27.46,70.8
ICDSLTD,2023-12-31,51.39,48.61
ICEMAKE,2023-12-31,74.49,25.51
ICICIBANK,2023-12-31,0.0,100.0
ICICIGI,2023-12-31,47.91,52.09
ICICIPRULI,2023-12-31,73.27,26.73
ICIL,2023-12-31,58.74,41.26
ICRA,2023-12-31,51.87,47.8
IDBI,2023-12-31,94.71,5.29
IDEA,2023-12-31,50.36,49.64
IDEAFORGE,2023-12-31,29.34,70.66
IDFCFIRSTB,2023-12-31,37.45,62.55
IEX,2023-12-31,0.0,99.72
IFBAGRO,2023-12-31,65.0,35.0
IFBIND,2023-12-31,74.96,25.04
IFCI,2023-12-31,70.32,29.68
IFGLEXPOR,2023-12-31,72.43,27.57
IGARASHI,2023-12-31,75.0,25.0
IGL,2023-12-31,45.0,55.0
IGPL,2023-12-31,68.74,31.26
IIFL,2023-12-31,24.79,75.21
IIFLCAPS,2023-12-31,30.97,69.03
IITL,2023-12-31,57.97,42.03
IKIO,2023-12-31,72.46,27.54
IMAGICAA,2023-12-31,70.85,29.15
IMFA,2023-12-31,58.69,41.31
IMPAL,2023-12-31,30.71,69.29
INCREDIBLE,2023-12-31,74.96,25.04
INDBANK,2023-12-31,64.84,35.16
INDHOTEL,2023-12-31,38.12,61.88
INDIACEM,2023-12-31,28.42,71.58
INDIAGLYCO,2023-12-31,61.01,38.99
INDIAMART,2023-12-31,49.21,50.71
INDIANB,2023-12-31,73.84,26.16
INDIANCARD,2023-12-31,67.33,32.67
INDIANHUME,2023-12-31,72.34,27.66
INDIASHLTR,2023-12-31,48.3,51.7
INDIGO,2023-12-31,63.13,36.87
INDIGOPNTS,2023-12-31,53.94,46.06
INDLMETER,2023-12-31,16.76,83.24
INDNIPPON,2023-12-31,70.37,29.63
INDOAMIN,2023-12-31,66.76,33.24
INDOBORAX,2023-12-31,52.07,47.93
INDOCO,2023-12-31,58.74,41.26
INDORAMA,2023-12-31,74.84,25.16
INDOSTAR,2023-12-31,75.0,25.0
INDOTECH,2023-12-31,75.0,25.0
INDOTHAI,2023-12-31,72.18,27.82
INDOWIND,2023-12-31,50.76,49.24
INDRAMEDCO,2023-12-31,51.0,49.0
INDSWFTLAB,2023-12-31,42.0,58.0
INDTERRAIN,2023-12-31,34.24,65.76
INDUSINDBK,2023-12-31,16.45,83.55
INDUSTOWER,2023-12-31,69.0,30.96
INFOBEAN,2023-12-31,74.18,25.82
INFOMEDIA,2023-12-31,50.69,49.31
INFY,2023-12-31,14.78,84.92
INGERRAND,2023-12-31,75.0,25.0
INNOVACAP,2023-12-31,50.9,49.1
INOXGREEN,2023-12-31,55.72,44.28
INOXINDIA,2023-12-31,75.0,25.0
INOXWIND,2023-12-31,52.87,47.13
INSECTICID,2023-12-31,72.16,27.84
INSPIRISYS,2023-12-31,69.95,30.05
INTELLECT,2023-12-31,30.38,69.62
INTENTECH,2023-12-31,20.71,79.29
INTLCONV,2023-12-31,69.18,30.82
INVENTURE,2023-12-31,26.4,73.6
IOB,2023-12-31,96.38,3.62
IOC,2023-12-31,51.5,48.5
IOLCP,2023-12-31,48.19,51.81
IONEXCHANG,2023-12-31,26.46,57.36
IPCALAB,2023-12-31,46.29,53.71
IPL,2023-12-31,63.61,36.39
IRB,2023-12-31,34.39,65.61
IRCON,2023-12-31,65.17,34.83
IRCTC,2023-12-31,62.4,37.6
IREDA,2023-12-31,75.0,25.0
IRFC,2023-12-31,86.36,13.64
IRIS,2023-12-31,37.23,62.77
IRISDOREME,2023-12-31,70.94,29.06
IRMENERGY,2023-12-31,50.07,49.93
ISFT,2023-12-31,47.68,52.32
ISGEC,2023-12-31,62.43,37.57
ITC,2023-12-31,0.0,100.0
ITDC,2023-12-31,87.03,12.97
ITI,2023-12-31,90.28,9.72
IVC,2023-12-31,50.42,49.58
IVP,2023-12-31,71.32,28.68
IZMO,2023-12-31,28.51,71.49
JAGRAN,2023-12-31,69.0,31.0
JAGSNPHARM,2023-12-31,68.48,31.52
JAIBALAJI,2023-12-31,60.02,39.98
JAICORPLTD,2023-12-31,73.79,26.21
JAIPURKURT,2023-12-31,51.46,48.54
JAMNAAUTO,2023-12-31,49.95,50.05
JASH,2023-12-31,50.98,49.02
JAYAGROGN,2023-12-31,67.12,32.88
JAYBARMARU,2023-12-31,59.35,40.65
JAYNECOIND,2023-12-31,54.47,45.53
JAYSREETEA,2023-12-31,50.68,49.32
JBFIND,2023-12-31,22.91,77.09
JBMA,2023-12-31,67.53,32.47
JETFREIGHT,2023-12-31,51.18,48.82
JHS,2023-12-31,37.73,62.27
JINDALPHOT,2023-12-31,74.2,25.8
JINDALPOLY,2023-12-31,74.55,25.45
JINDALSAW,2023-12-31,63.26,36.17
JINDALSTEL,2023-12-31,61.2,37.07
JINDRILL,2023-12-31,63.4,36.6
JINDWORLD,2023-12-31,61.31,38.69
JIOFIN,2023-12-31,47.12,52.88
JISLDVREQS,2023-12-31,30.37,69.63
JISLJALEQS,2023-12-31,26.12,73.6
JITFINFRA,2023-12-31,63.03,36.97
JKCEMENT,2023-12-31,45.7,54.3
JKIL,2023-12-31,46.65,53.35
JKLAKSHMI,2023-12-31,46.31,53.69
JKPAPER,2023-12-31,49.63,50.37
JKTYRE,2023-12-31,53.13,46.87
JLHL,2023-12-31,40.91,59.09
JMA,2023-12-31,51.0,49.0
JMFINANCIL,2023-12-31,56.44,43.56
JOCIL,2023-12-31,55.02,44.98
JPOLYINVST,2023-12-31,74.63,25.37
JPPOWER,2023-12-31,24.0,76.0
JSL,2023-12-31,58.69,41.31
JSWDULUX,2023-12-31,74.76,25.24
JSWENERGY,2023-12-31,73.38,26.4
JSWHL,2023-12-31,66.29,33.7
JSWINFRA,2023-12-31,85.61,11.7
JSWSTEEL,2023-12-31,44.81,54.79
JTEKTINDIA,2023-12-31,73.98,26.02
JTLIND,2023-12-31,56.0,44.0
JUBLFOOD,2023-12-31,41.94,57.85
JUBLINGREA,2023-12-31,51.47,47.7
JUBLPHARMA,2023-12-31,50.68,48.74
JUSTDIAL,2023-12-31,74.3,25.7
JWL,2023-12-31,70.12,29.88
JYOTHYLAB,2023-12-31,62.89,37.11
JYOTISTRUC,2023-12-31,0.0,100.0
KABRAEXTRU,2023-12-31,60.24,39.76
KAJARIACER,2023-12-31,47.49,52.51
KAKATCEM,2023-12-31,54.25,45.75
KALAMANDIR,2023-12-31,60.8,35.27
KALYANI,2023-12-31,53.14,46.86
KALYANIFRG,2023-12-31,58.71,41.29
KALYANKJIL,2023-12-31,60.55,39.45
KAMATHOTEL,2023-12-31,61.47,38.53
KAMDHENU,2023-12-31,58.74,41.26
KAMOPAINTS,2023-12-31,50.33,49.67
KANANIIND,2023-12-31,61.35,38.65
KANORICHEM,2023-12-31,74.4,25.6
KANPRPLA,2023-12-31,66.74,33.26
KANSAINER,2023-12-31,74.99,25.01
KAPSTON,2023-12-31,72.87,27.13
KARMAENG,2023-12-31,74.7,25.3
KARURVYSYA,2023-12-31,2.22,97.78
KAUSHALYA,2023-12-31,51.42,48.58
KAVDEFENCE,2023-12-31,15.14,84.86
KAYA,2023-12-31,59.93,40.07
KAYNES,2023-12-31,57.83,42.17
KCP,2023-12-31,43.95,56.05
KCPSUGIND,2023-12-31,40.59,59.41
KDDL,2023-12-31,50.21,49.79
KEC,2023-12-31,51.88,48.12
KECL,2023-12-31,49.51,50.49
KEEPLEARN,2023-12-31,42.21,57.79
KEI,2023-12-31,37.08,62.92
KELLTONTEC,2023-12-31,52.1,47.9
KERNEX,2023-12-31,29.15,70.85
KESORAMIND,2023-12-31,43.4,56.6
KEYFINSERV,2023-12-31,56.43,43.57
KFINTECH,2023-12-31,39.05,60.95
KHADIM,2023-12-31,60.27,39.73
KHAICHEM,2023-12-31,74.99,25.01
KHAITANLTD,2023-12-31,60.24,39.76
KHANDSE,2023-12-31,47.76,52.24
KICL,2023-12-31,74.97,25.03
KILITCH,2023-12-31,69.23,30.77
KIMS,2023-12-31,38.82,61.18
KINGFA,2023-12-31,74.99,25.01
KIRIINDUS,2023-12-31,26.72,73.28
KIRLOSBROS,2023-12-31,65.95,34.05
KIRLOSENG,2023-12-31,41.23,58.77
KIRLOSIND,2023-12-31,71.77,28.23
KIRLPNU,2023-12-31,38.93,61.07
KITEX,2023-12-31,56.66,43.34
KKCL,2023-12-31,74.26,25.74
